ref_interne_decla,reference_externe_declaration,statut_declaration,id_gest_sinistre,type_cloture,date_survenance_declaration,date_declaration,lieu_declaration,heure_declaration,evenement_declaration,circonstance_declaration,contexte,circo_detaillee_1,circ_detaillee_commentaire,circo_aggravante_1,cird_aggravante_suite,pv,constat,cas_irsa,inc_existence_expertise,vehicule_retrouve,date_vehicule_retrouve
0007151281,006664939A,Clôturée,1810049441,Clôture automatique,2022-08-02 02:00:00,2022-08-04 02:00:00,NULL,08,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,docs cession ok                                                    demande de reglement okr faite au cg,NULL,NULL,N,N,NULL,O,N,
9007752329,007228588M,En Cours de Gestion,4810048594,NULL,2023-04-14 02:00:00,2023-04-14 02:00:00,NULL,14,Accident de la circulation,Accident en chaîne,Privé,NULL,fva ok                                                             mevo soc pour choix garage suite RC00,NULL,NULL,N,N,NULL,O,N,
0004640628,004322608N,Clôturée,9810050069,Clôture automatique,2019-10-11 02:00:00,2019-10-17 02:00:00,PELVES,13,Accident de la circulation,Deux véhicules,Privé,NULL,SOC NOUS TRANSMET LE CONSTAT PAR COURRIER,NULL,NULL,N,O,NULL,O,N,
8004903577,004569135C,Clôturée,9810049849,Clôture automatique,2020-01-20 01:00:00,2020-01-21 01:00:00,NULL,16,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,Décla tel - sur l'autoroute dans sa voie de circulation été percutépar VTM adv dont le chauffeur s'est endormi et VTM s'est déporté d ommages soc aile avant droite jante avant droite et portière avant droite - soc a constaté un bruit lors de la conduite               ????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NULL,NULL,N,N,NULL,O,N,
2006963525,006488193K,Clôturée,1810049441,Clôture automatique,2022-06-07 02:00:00,2022-06-07 02:00:00,TROYES,11,Accident de la circulation,Deux véhicules,Privé,NULL,sur parking de lidl - ca établit mais pas de case cochées ni de    croquis ni d observation - presence témoin                         pas de blessé                                                      tiers etranger ?                                                                                                                                                                                                 ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NULL,NULL,N,N,NULL,O,N,
5007627551,007111315S,Enregistrée NPEC,9810049849,NULL,2023-02-13 01:00:00,2023-02-20 01:00:00,NULL,11,Vol (véhicule retrouvé),Sans effraction du véhicule,NULL,Non identifié,NPEC car formule OA + casque et gant non garanties                                                                                                                                                                                                                                                                                                                                                                        ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NULL,NULL,N,N,NULL,N,O,2023-02-21
0005448528,005075703V,Clôturée,0100006037,Clôture automatique,2020-09-25 02:00:00,2020-09-25 02:00:00,TOURS,11,Accident de la circulation,Deux véhicules,Privé,NULL,RSD KO                                                                                                                                SOC AVISE AVANCE DE FONDS A FAIRE,NULL,NULL,N,N,NULL,O,N,
0930001703,930001284M,En Cours de Gestion,4810048594,NULL,2021-09-14 02:00:00,2021-09-14 02:00:00,NULL,09,Accident de la circulation,Aucun adversaire ou adversaire autre qu'un véhicule à moteur,Privé,Corps fixe,NULL,NULL,NULL,N,N,NULL,N,N,
0930001371,930000956F,En Cours de Gestion,9810050069,NULL,2021-07-31 02:00:00,2021-08-03 02:00:00,ABANCOURT,13,Evénements naturels,Grêle,NULL,Absence,NULL,NULL,NULL,N,N,NULL,O,N,
2007003704,006525915M,Clôturée,8810049848,Clôture automatique,2022-06-20 02:00:00,2022-06-20 02:00:00,ARNAS,19,Accident de la circulation,Deux véhicules,NULL,NULL,MS/ facture => transmise par mail expert,NULL,NULL,N,N,NULL,O,N,
1004871041,004538842A,Clôturée,4810048594,Clôture automatique,2019-12-13 01:00:00,2020-01-08 01:00:00,ISTRES,16,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,sms envoyé,NULL,NULL,N,N,NULL,O,N,
2005812524,005413313M,Clôturée,1810048241,Clôture automatique,2021-03-02 01:00:00,2021-03-02 01:00:00,MARTIGUES,10,Accident de la circulation,Deux véhicules,Privé,NULL,rib et virement ok,NULL,NULL,N,O,NULL,O,N,
1006778138,006314757T,En Cours de Gestion,7810046187,NULL,2022-03-24 01:00:00,2022-03-25 01:00:00,ST HERBLAIN,17,Accident de la circulation,Deux véhicules,Privé,NULL,fva ok,NULL,NULL,N,N,NULL,N,N,
6005617208,005231666V,Clôturée,9810050069,Clôture automatique,2020-12-02 01:00:00,2020-12-08 01:00:00,ANTIBES,11,Accident de la circulation,Deux véhicules,Privé,NULL,APPEL EMIS VERS FILLE DE SOC - LISTE NUM APPELANTS - SOC AVAIT     APPELE CAR LE GARAGE LUI A INDIQUE QU IL N AVAIT PAS RECU LE DOSSIER POUR EAD                                                         APPEL VERS GARAGE ET RDV PRIS POUR CETTE APRES MIDI POUR EAD.      FILLE DE SOC SATISFAITE DE NOTRE APPEL.,NULL,NULL,N,N,NULL,O,N,
3005338987,004973990M,Clôturée,7810052287,Clôture automatique,2020-08-10 02:00:00,2020-08-13 02:00:00,INGRE,19,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,accident meme sens meme file                                       adversaire GMf heurte soc a l'arriere                              cas 10 rc 00                                                                                                                                                                                                                                                                        ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NULL,NULL,N,N,NULL,O,N,
0007750390,007226772N,Clôturée,6810048596,Clôture automatique,2023-04-03 02:00:00,2023-04-14 02:00:00,BEAUNE,08,Accident de la circulation,Deux véhicules,NULL,NULL,ct  à soc mais après soneries impossible de laisser mesage je lui envoie l ACR par mail,NULL,NULL,N,N,NULL,O,N,
3005338987,004973990M,Clôturée,7810052287,Clôture automatique,2020-08-10 02:00:00,2020-08-13 02:00:00,INGRE,19,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,"appel vers soc : message repondeur rc 00 + pec                     mission expert ok, invite a nous rappeler pour choix garage        sms coord cg ok",NULL,NULL,N,N,NULL,O,N,
6005343594,004978231X,Clôturée,7810046187,Clôture automatique,2020-08-14 02:00:00,2020-08-14 02:00:00,BAGES,15,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,reçu PV de police = ged                                            immat relevée : CR-691-EC citroen C3 = recherche SIV.              appel soc emis : repondeur : avise soc reception pv + recherche    siv pr mec + rpl a soc recours aléatoire.,NULL,NULL,N,N,NULL,O,N,
9006907398,006435145Z,Clôturée,8810054128,Clôture automatique,2022-05-18 02:00:00,2022-05-19 02:00:00,ISTRES,15,Accident de la circulation,Deux véhicules,NULL,NULL,accident 2 vehs                                                    ca co signe                                                                                                                                                                                                                                                                                                                                            ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NULL,NULL,N,O,NULL,O,N,
0004979307,004640113C,Clôturée,1810048241,Clôture automatique,2020-02-07 01:00:00,2020-02-17 01:00:00,NULL,09,Accident de la circulation,Deux véhicules,Privé,NULL,SST SOC : souhaite changer de garage car n'aime pas celui          choisit par sa femme.                                              Autre garage agréé.,NULL,NULL,N,N,NULL,O,N,
5005849008,005447194P,Clôturée,5810054665,Clôture automatique,2021-03-17 01:00:00,2021-03-18 01:00:00,NULL,17,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,"Constat signé, soc en sta, percute par tiers qui roule dans le memesens                                                               Dom : arg                                                          pas de blesse, pas de temoin                                       ????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????",NULL,NULL,N,N,NULL,O,N,
9005413502,005043140A,Clôturée,9810050069,Clôture automatique,2020-09-10 02:00:00,2020-09-11 02:00:00,BAILLARGUES,14,Accident de la circulation,Accident en chaîne,Privé - Trajets travail,NULL,réception mail constat client vs tiers                             co signé - pas de blessé,NULL,NULL,N,N,NULL,O,N,
0007232725,006741295W,Clôturée,8810050068,Clôture automatique,2022-08-25 02:00:00,2022-09-06 02:00:00,ST PIERRE,15,Accident de la circulation,Deux véhicules,Privé - Trajets travail,NULL,Adv et soc tous deux en sta - il a un coup de vent lorsque l adv   ouvre sa portière et endommage le véh soc ( soc ouvre egalement la portière ARD mais n endommages pas le veh adv) - CA co signé en GED                                                                                                                                                                                                                 ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,NULL,NULL,N,N,NULL,O,N,
